request_id,client_id,tenant_id,slo_class,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason
38,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,18,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,13683,true,136,135,0,0,0,0,0,,0,0,540000000,540000000,0,0,0,ok,,
39,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,19,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,13954,true,584,813,0,0,0,0,0,,0,0,570000000,570000000,0,0,0,ok,,
40,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,20,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,15351,true,814,45,0,0,0,0,0,,0,0,600000000,600000000,0,0,0,ok,,
41,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,21,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,16210,true,123,85,0,0,0,0,0,,0,0,630000000,630000000,0,0,0,ok,,
42,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,22,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,16418,true,78,145,0,0,0,0,0,,0,0,660000000,660000000,0,0,0,ok,,
43,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,23,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,16641,true,1728,56,0,0,0,0,0,,0,0,690000000,690000000,0,0,0,ok,,
44,,,,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,24,marshmallow-code__apispec.8b421526.lm_rewrite__lbt9ngyl.j8q4nrht,18425,true,20,16,0,0,0,0,0,,0,0,720000000,720000000,0,0,0,ok,,
45,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,0,swe_smith_system_prompt,978,true,715,78,0,0,0,0,0,,0,0,0,0,0,0,0,ok,,
46,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,1,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,1771,true,6822,48,0,0,0,0,0,,0,0,30000000,30000000,0,0,0,ok,,
47,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,2,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,8641,true,15,56,0,0,0,0,0,,0,0,60000000,60000000,0,0,0,ok,,
48,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,3,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,8712,true,258,377,0,0,0,0,0,,0,0,90000000,90000000,0,0,0,ok,,
49,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,4,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,9347,true,21,30,0,0,0,0,0,,0,0,120000000,120000000,0,0,0,ok,,
50,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,5,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,9398,true,20,158,0,0,0,0,0,,0,0,150000000,150000000,0,0,0,ok,,
51,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,6,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,9576,true,167,108,0,0,0,0,0,,0,0,180000000,180000000,0,0,0,ok,,
52,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,7,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,9851,true,157,40,0,0,0,0,0,,0,0,210000000,210000000,0,0,0,ok,,
53,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,8,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10048,true,20,133,0,0,0,0,0,,0,0,240000000,240000000,0,0,0,ok,,
54,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,9,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10201,true,70,52,0,0,0,0,0,,0,0,270000000,270000000,0,0,0,ok,,
55,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,10323,true,6935,44,0,0,0,0,0,,0,0,300000000,300000000,0,0,0,ok,,
56,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,11,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,17302,true,13,47,0,0,0,0,0,,0,0,330000000,330000000,0,0,0,ok,,
57,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,12,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,17362,true,102,210,0,0,0,0,0,,0,0,360000000,360000000,0,0,0,ok,,
58,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,13,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,17674,true,248,40,0,0,0,0,0,,0,0,390000000,390000000,0,0,0,ok,,
59,,,,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,14,weaveworks__grafanalib.5c3b17ed.72.9fd7ja1z,17962,true,20,15,0,0,0,0,0,,0,0,420000000,420000000,0,0,0,ok,,
60,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,0,swe_smith_system_prompt,978,true,897,81,0,0,0,0,0,,0,0,0,0,0,0,0,ok,,
61,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,1,tox-dev__pipdeptree.c31b6418.4.zxns78oz,1956,true,261,75,0,0,0,0,0,,0,0,30000000,30000000,0,0,0,ok,,
62,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,2,tox-dev__pipdeptree.c31b6418.4.zxns78oz,2292,true,3510,57,0,0,0,0,0,,0,0,60000000,60000000,0,0,0,ok,,
63,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,3,tox-dev__pipdeptree.c31b6418.4.zxns78oz,5859,true,1227,222,0,0,0,0,0,,0,0,90000000,90000000,0,0,0,ok,,
64,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,4,tox-dev__pipdeptree.c31b6418.4.zxns78oz,7308,true,21,32,0,0,0,0,0,,0,0,120000000,120000000,0,0,0,ok,,
65,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,5,tox-dev__pipdeptree.c31b6418.4.zxns78oz,7361,true,445,234,0,0,0,0,0,,0,0,150000000,150000000,0,0,0,ok,,
66,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,6,tox-dev__pipdeptree.c31b6418.4.zxns78oz,8040,true,237,34,0,0,0,0,0,,0,0,180000000,180000000,0,0,0,ok,,
67,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,7,tox-dev__pipdeptree.c31b6418.4.zxns78oz,8311,true,11,196,0,0,0,0,0,,0,0,210000000,210000000,0,0,0,ok,,
68,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,8,tox-dev__pipdeptree.c31b6418.4.zxns78oz,8518,true,238,39,0,0,0,0,0,,0,0,240000000,240000000,0,0,0,ok,,
69,,,,tox-dev__pipdeptree.c31b6418.4.zxns78oz,9,tox-dev__pipdeptree.c31b6418.4.zxns78oz,8795,true,11,329,0,0,0,0,0,,0,0,270000000,270000000,0,0,0,ok,,
70,,,,un33k__python-slugify.872b3750.33.7zctgmw9,0,swe_smith_system_prompt,978,true,830,59,0,0,0,0,0,,0,0,0,0,0,0,0,ok,,
71,,,,un33k__python-slugify.872b3750.33.7zctgmw9,1,un33k__python-slugify.872b3750.33.7zctgmw9,1867,true,235,49,0,0,0,0,0,,0,0,30000000,30000000,0,0,0,ok,,
72,,,,un33k__python-slugify.872b3750.33.7zctgmw9,2,un33k__python-slugify.872b3750.33.7zctgmw9,2151,true,166,45,0,0,0,0,0,,0,0,60000000,60000000,0,0,0,ok,,
73,,,,un33k__python-slugify.872b3750.33.7zctgmw9,3,un33k__python-slugify.872b3750.33.7zctgmw9,2362,true,5705,41,0,0,0,0,0,,0,0,90000000,90000000,0,0,0,ok,,
74,,,,un33k__python-slugify.872b3750.33.7zctgmw9,4,un33k__python-slugify.872b3750.33.7zctgmw9,8108,true,31,53,0,0,0,0,0,,0,0,120000000,120000000,0,0,0,ok,,
75,,,,un33k__python-slugify.872b3750.33.7zctgmw9,5,un33k__python-slugify.872b3750.33.7zctgmw9,8192,true,105,41,0,0,0,0,0,,0,0,150000000,150000000,0,0,0,ok,,
76,,,,un33k__python-slugify.872b3750.33.7zctgmw9,6,un33k__python-slugify.872b3750.33.7zctgmw9,8338,true,113,48,0,0,0,0,0,,0,0,180000000,180000000,0,0,0,ok,,
77,,,,un33k__python-slugify.872b3750.33.7zctgmw9,7,un33k__python-slugify.872b3750.33.7zctgmw9,8499,true,2056,107,0,0,0,0,0,,0,0,210000000,210000000,0,0,0,ok,,
78,,,,un33k__python-slugify.872b3750.33.7zctgmw9,8,un33k__python-slugify.872b3750.33.7zctgmw9,10662,true,21,27,0,0,0,0,0,,0,0,240000000,240000000,0,0,0,ok,,
79,,,,un33k__python-slugify.872b3750.33.7zctgmw9,9,un33k__python-slugify.872b3750.33.7zctgmw9,10710,true,24,214,0,0,0,0,0,,0,0,270000000,270000000,0,0,0,ok,,
80,,,,un33k__python-slugify.872b3750.33.7zctgmw9,10,un33k__python-slugify.872b3750.33.7zctgmw9,10948,true,204,28,0,0,0,0,0,,0,0,300000000,300000000,0,0,0,ok,,
81,,,,un33k__python-slugify.872b3750.33.7zctgmw9,11,un33k__python-slugify.872b3750.33.7zctgmw9,11180,true,62,281,0,0,0,0,0,,0,0,330000000,330000000,0,0,0,ok,,
82,,,,un33k__python-slugify.872b3750.33.7zctgmw9,12,un33k__python-slugify.872b3750.33.7zctgmw9,11523,true,21,31,0,0,0,0,0,,0,0,360000000,360000000,0,0,0,ok,,
83,,,,un33k__python-slugify.872b3750.33.7zctgmw9,13,un33k__python-slugify.872b3750.33.7zctgmw9,11575,true,20,13,0,0,0,0,0,,0,0,390000000,390000000,0,0,0,ok,,
84,,,,un33k__python-slugify.872b3750.33.7zctgmw9,14,un33k__python-slugify.872b3750.33.7zctgmw9,11608,true,583,82,0,0,0,0,0,,0,0,420000000,420000000,0,0,0,ok,,
85,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,0,swe_smith_system_prompt,978,true,549,71,0,0,0,0,0,,0,0,0,0,0,0,0,ok,,
86,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,1,jd__tenacity.0d40e76f.pr_484.akdur6uf,1598,true,314,75,0,0,0,0,0,,0,0,30000000,30000000,0,0,0,ok,,
87,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,2,jd__tenacity.0d40e76f.pr_484.akdur6uf,1987,true,3777,33,0,0,0,0,0,,0,0,60000000,60000000,0,0,0,ok,,
88,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,3,jd__tenacity.0d40e76f.pr_484.akdur6uf,5797,true,5676,145,0,0,0,0,0,,0,0,90000000,90000000,0,0,0,ok,,
89,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,4,jd__tenacity.0d40e76f.pr_484.akdur6uf,11618,true,3336,232,0,0,0,0,0,,0,0,120000000,120000000,0,0,0,ok,,
90,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,5,jd__tenacity.0d40e76f.pr_484.akdur6uf,15186,true,21,30,0,0,0,0,0,,0,0,150000000,150000000,0,0,0,ok,,
91,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,6,jd__tenacity.0d40e76f.pr_484.akdur6uf,15237,true,41,128,0,0,0,0,0,,0,0,180000000,180000000,0,0,0,ok,,
92,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,7,jd__tenacity.0d40e76f.pr_484.akdur6uf,15406,true,136,340,0,0,0,0,0,,0,0,210000000,210000000,0,0,0,ok,,
93,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,8,jd__tenacity.0d40e76f.pr_484.akdur6uf,15882,true,413,601,0,0,0,0,0,,0,0,240000000,240000000,0,0,0,ok,,
94,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,9,jd__tenacity.0d40e76f.pr_484.akdur6uf,16896,true,585,884,0,0,0,0,0,,0,0,270000000,270000000,0,0,0,ok,,
95,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,10,jd__tenacity.0d40e76f.pr_484.akdur6uf,18365,true,847,242,0,0,0,0,0,,0,0,300000000,300000000,0,0,0,ok,,
96,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,11,jd__tenacity.0d40e76f.pr_484.akdur6uf,19454,true,21,26,0,0,0,0,0,,0,0,330000000,330000000,0,0,0,ok,,
97,,,,jd__tenacity.0d40e76f.pr_484.akdur6uf,12,jd__tenacity.0d40e76f.pr_484.akdur6uf,19501,true,59,37,0,0,0,0,0,,0,0,360000000,360000000,0,0,0,ok,,
98,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,0,swe_smith_system_prompt,978,true,776,99,0,0,0,0,0,,0,0,0,0,0,0,0,ok,,
99,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,1,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,1853,true,9235,106,0,0,0,0,0,,0,0,30000000,30000000,0,0,0,ok,,
100,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,2,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,11194,true,163,54,0,0,0,0,0,,0,0,60000000,60000000,0,0,0,ok,,
101,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,3,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,11411,true,13,42,0,0,0,0,0,,0,0,90000000,90000000,0,0,0,ok,,
102,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,4,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,11466,true,4284,224,0,0,0,0,0,,0,0,120000000,120000000,0,0,0,ok,,
103,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,5,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,15974,true,23,68,0,0,0,0,0,,0,0,150000000,150000000,0,0,0,ok,,
104,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,6,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,16065,true,21,52,0,0,0,0,0,,0,0,180000000,180000000,0,0,0,ok,,
105,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,7,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,16138,true,202,684,0,0,0,0,0,,0,0,210000000,210000000,0,0,0,ok,,
106,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,8,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,17024,true,659,107,0,0,0,0,0,,0,0,240000000,240000000,0,0,0,ok,,
107,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,9,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,17790,true,47,70,0,0,0,0,0,,0,0,270000000,270000000,0,0,0,ok,,
108,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,10,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,17907,true,47,80,0,0,0,0,0,,0,0,300000000,300000000,0,0,0,ok,,
109,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,11,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,18034,true,25,76,0,0,0,0,0,,0,0,330000000,330000000,0,0,0,ok,,
110,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,12,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,18135,true,1426,74,0,0,0,0,0,,0,0,360000000,360000000,0,0,0,ok,,
111,,,,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,13,facebookresearch__hydra.0f03eb60.func_pm_remove_cond__u5bb7kvg.wmrhm9fb,19635,true,25,81,0,0,0,0,0,,0,0,390000000,390000000,0,0,0,ok,,
